STRUCT,Info,3,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon Phi(TM) CPU 7250 @ 1.40GHz,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Phi (Knights Landing) (Co)Processor,,,,,,,,,,,,,,,,
CPU clock:,1.399951485 GHz,,,,,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Raw,HBM_CACHE,47,,,,,,,,,,,,,
Region Info,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,
RDTSC Runtime [s],12.925760,12.926390,12.925830,12.926870,12.926110,12.926580,12.926290,12.926460,12.925960,12.926260,12.925940,12.925630,12.926580,12.925720,12.926190,12.926750,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15
INSTR_RETIRED_ANY,FIXC0,122287800000,172526800000,172860200000,172837800000,171885000000,171889100000,172858300000,172985400000,172904200000,172896700000,172875400000,172963300000,171912000000,171919600000,172825700000,173074500000
CPU_CLK_UNHALTED_CORE,FIXC1,216979400000,309020200000,306774200000,306263500000,306945700000,306982400000,306910000000,306864900000,306804400000,306852800000,306809000000,306975600000,306810600000,307044000000,306813500000,308339600000
CPU_CLK_UNHALTED_REF,FIXC2,202674200000,288960200000,287281500000,287050200000,287451200000,287477400000,287401200000,287377000000,287310900000,287361200000,287324800000,287442600000,287377700000,287521300000,287328500000,289040700000
EDC_RPQ_INSERTS,EDBOX0C0,96548720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX1C0,94823070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX2C0,96539030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX3C0,94777630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX4C0,96422720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX5C0,94738800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX6C0,96479760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX7C0,94715300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_WPQ_INSERTS,EDBOX0C1,2340702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_WPQ_INSERTS,EDBOX1C1,750679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_WPQ_INSERTS,EDBOX2C1,2356266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_WPQ_INSERTS,EDBOX3C1,681551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_WPQ_INSERTS,EDBOX4C1,2315491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_WPQ_INSERTS,EDBOX5C1,672168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_WPQ_INSERTS,EDBOX6C1,2302854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_WPQ_INSERTS,EDBOX7C1,671782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX0C0,27456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX1C0,24829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX2C0,24018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX3C0,26002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX4C0,28567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX5C0,29273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX6C0,29543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX7C0,27306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX0C1,6152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX1C1,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX2C1,6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX3C1,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX4C1,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX5C1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX6C1,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX7C1,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX0C0,2483688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX0C1,7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX1C0,2482397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX1C1,5656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX2C0,2481864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX2C1,5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX4C0,2483101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX4C1,7796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX5C0,2481358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX5C1,7254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX6C0,2480699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX6C1,5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TABLE,Region MMUL_Region,Group 1 Raw STAT,HBM_CACHE,47,,,,,,,,,,,,,
Event,Counter,Sum,Min,Max,Avg,,,,,,,,,,,,
INSTR_RETIRED_ANY STAT,FIXC0,2711501800000,122287800000,173074500000,169468862500,,,,,,,,,,,,
CPU_CLK_UNHALTED_CORE STAT,FIXC1,4823189800000,216979400000,309020200000,301449362500,,,,,,,,,,,,
CPU_CLK_UNHALTED_REF STAT,FIXC2,4516380600000,202674200000,289040700000,282273787500,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX0C0,96548720,0,96548720,6034295,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX1C0,94823070,0,94823070,5.926442e+06,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX2C0,96539030,0,96539030,6.033689e+06,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX3C0,94777630,0,94777630,5.923602e+06,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX4C0,96422720,0,96422720,6026420,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX5C0,94738800,0,94738800,5921175,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX6C0,96479760,0,96479760,6029985,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX7C0,94715300,0,94715300,5.919706e+06,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX0C1,2340702,0,2340702,146293.8750,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX1C1,750679,0,750679,46917.4375,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX2C1,2356266,0,2356266,147266.6250,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX3C1,681551,0,681551,42596.9375,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX4C1,2315491,0,2315491,144718.1875,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX5C1,672168,0,672168,42010.5000,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX6C1,2302854,0,2302854,143928.3750,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX7C1,671782,0,671782,41986.3750,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX0C0,27456,0,27456,1716,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX1C0,24829,0,24829,1551.8125,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX2C0,24018,0,24018,1501.1250,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX3C0,26002,0,26002,1625.1250,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX4C0,28567,0,28567,1785.4375,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX5C0,29273,0,29273,1829.5625,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX6C0,29543,0,29543,1846.4375,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX7C0,27306,0,27306,1706.6250,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX0C1,6152,0,6152,384.5000,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX1C1,975,0,975,60.9375,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX2C1,6487,0,6487,405.4375,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX3C1,997,0,997,62.3125,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX4C1,1488,0,1488,93,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX5C1,999,0,999,62.4375,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX6C1,1564,0,1564,97.7500,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX7C1,1060,0,1060,66.2500,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX0C0,2483688,0,2483688,155230.5000,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX0C1,7681,0,7681,480.0625,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX1C0,2482397,0,2482397,155149.8125,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX1C1,5656,0,5656,353.5000,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX2C0,2481864,0,2481864,155116.5000,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX2C1,5157,0,5157,322.3125,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX4C0,2483101,0,2483101,155193.8125,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX4C1,7796,0,7796,487.2500,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX5C0,2481358,0,2481358,155084.8750,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX5C1,7254,0,7254,453.3750,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX6C0,2480699,0,2480699,155043.6875,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX6C1,5436,0,5436,339.7500,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Metric,HBM_CACHE,16,,,,,,,,,,,,,
Metric,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,
Runtime (RDTSC) [s],12.9258,12.9264,12.9258,12.9269,12.9261,12.9266,12.9263,12.9265,12.9260,12.9263,12.9259,12.9256,12.9266,12.9257,12.9262,12.9268,
Runtime unhalted [s],154.9907,220.7364,219.1320,218.7672,219.2545,219.2807,219.2290,219.1968,219.1536,219.1882,219.1569,219.2759,219.1580,219.3247,219.1601,220.2502,
Clock [MHz],1498.7632,1497.1380,1494.9414,1493.6553,1494.8940,1494.9365,1494.9802,1494.8864,1494.9355,1494.9097,1494.8856,1495.0844,1494.6183,1495.0082,1494.8883,1493.4246,
CPI,1.7743,1.7911,1.7747,1.7720,1.7858,1.7859,1.7755,1.7739,1.7744,1.7748,1.7747,1.7748,1.7847,1.7860,1.7753,1.7815,
MCDRAM Memory read bandwidth [MBytes/s],3786.8359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory read data volume [GBytes],48.9477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback bandwidth [MBytes/s],-13.8718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback data volume [GBytes],-0.1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory bandwidth [MBytes/s],3772.9641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory data volume [GBytes],48.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read bandwidth [MBytes/s],73.7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read data volume [GBytes],0.9532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback bandwidth [MBytes/s],0.1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback data volume [GBytes],0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory bandwidth [MBytes/s],73.9340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory data volume [GBytes],0.9557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TABLE,Region MMUL_Region,Group 1 Metric STAT,HBM_CACHE,16,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,206.8195,12.9256,12.9269,12.9262,,,,,,,,,,,,,
Runtime unhalted [s] STAT,3445.2549,154.9907,220.7364,215.3284,,,,,,,,,,,,,
Clock [MHz] STAT,23921.9496,1493.4246,1498.7632,1495.1218,,,,,,,,,,,,,
CPI STAT,28.4594,1.7720,1.7911,1.7787,,,,,,,,,,,,,
MCDRAM Memory read bandwidth [MBytes/s] STAT,3786.8359,0,3786.8359,236.6772,,,,,,,,,,,,,
MCDRAM Memory read data volume [GBytes] STAT,48.9477,0,48.9477,3.0592,,,,,,,,,,,,,
MCDRAM Memory writeback bandwidth [MBytes/s] STAT,-13.8718,-13.8718,0,-0.8670,,,,,,,,,,,,,
MCDRAM Memory writeback data volume [GBytes] STAT,-0.1793,-0.1793,0,-0.0112,,,,,,,,,,,,,
MCDRAM Memory bandwidth [MBytes/s] STAT,3772.9641,0,3772.9641,235.8103,,,,,,,,,,,,,
MCDRAM Memory data volume [GBytes] STAT,48.7684,0,48.7684,3.0480,,,,,,,,,,,,,
DDR Memory read bandwidth [MBytes/s] STAT,73.7410,0,73.7410,4.6088,,,,,,,,,,,,,
DDR Memory read data volume [GBytes] STAT,0.9532,0,0.9532,0.0596,,,,,,,,,,,,,
DDR Memory writeback bandwidth [MBytes/s] STAT,0.1930,0,0.1930,0.0121,,,,,,,,,,,,,
DDR Memory writeback data volume [GBytes] STAT,0.0025,0,0.0025,0.0002,,,,,,,,,,,,,
DDR Memory bandwidth [MBytes/s] STAT,73.9340,0,73.9340,4.6209,,,,,,,,,,,,,
DDR Memory data volume [GBytes] STAT,0.9557,0,0.9557,0.0597,,,,,,,,,,,,,
